start,section.entry.act.effectiveTime.value,1.017133539489774
versionId,td.content.content.content.ID,0.8316168332121713
short,entry.supply.effectiveTime.high.value,1.004505955570422
label,product.manufacturedProduct.manufacturerOrganization.name.@value,1.0455164582101628
prefix,assignedEntity.assignedPerson.name.prefix.@value,0.9219601676141911
valueInteger,entry.observation.value.reference.value,0.6861541869815347
country,birthplace.place.addr.country.@value,0.9224829711312282
div,table.tbody.tr.td.colspan,1.0393996220378272
xpath,tbody.tr.td.content.@value,1.0993273838401627
doc_id,ClinicalDocument.id.root,0.834255098099651
strength,referenceRange.observationRange.value.high.value,1.0127018895778304
uri,ClinicalDocument.typeId.root,1.1408944545989537
version,ClinicalDocument.versionNumber.value,0.8964079631359343
mustSupport,relatedEntity.relatedPerson.name.given.@value,1.0342247255117774
fixedCode,ClinicalDocument.code.code,0.5685146081752782
identity,associatedEntity.associatedPerson.name.family.@value,1.0029600858858119
gender,subject.relatedSubject.subject.administrativeGenderCode.code,0.9386629921652752
targetProfile,ClinicalDocument.recordTarget.typeCode,0.8634561403771832
baseDefinition,referenceRange.observationRange.text.reference.value,0.9815928921166401
postalCode,ClinicalDocument.code.code,0.5615602597213173
multipleAnd,componentOf.encompassingEncounter.effectiveTime.high.value,1.0322547938642883
exampleCanonical,ClinicalDocument.legalAuthenticator.time.type,0.9979887969528052
