dueDate,entry.organizer.subject.relatedSubject.subject.birthTime.value,1.008645075069579
format,component.section.text.list.item.content.styleCode,0.9960050026919937
property,ClinicalDocument.participant.associatedEntity.associatedPerson.name.family.@value,1.0255246120632504
line,section.component.section.component.section.code.code,0.9550015923391563
map,section.component.section.component.section.code.displayName,1.0277497333930965
valueMarkdown,component.section.entry.observation.value.reference.value,0.768773321731486
valueDecimal,component.section.entry.observation.value.reference.value,0.7986504415814435
id,ClinicalDocument.id.root,0.9800395626776108
abatementDateTime,ClinicalDocument.effectiveTime.type,0.842200511403126
creation,act.entryRelationship.act.entryRelationship.act.entryRelationship.typeCode,1.04043433894191
name,act.entryRelationship.act.code.qualifier.name.displayName,0.8186297625084131
isSummary,section.text.list.item.content.content.@value,1.0053562200360433
suffix,procedure.author.assignedAuthor.assignedPerson.name.suffix.@value,0.9980737238046745
reference,entry.observation.reference.externalDocument.text.reference.value,0.7146320277165481
ordered,act.performer.assignedEntity.assignedPerson.name.given.@value,1.1097352381941037
packageId,ClinicalDocument.id.extension,0.8333640241753839
path,section.entry.act.entryRelationship.substanceAdministration.routeCode.codeSystem,1.042799503411281
active,ClinicalDocument.effectiveTime.type,1.0340515755947037
isModifier,section.component.section.component.section.code.code,1.0556584827257685
system,ClinicalDocument.code.codeSystem,0.8031611402658748
code,ClinicalDocument.code.code,0.5418316408011785
effectiveDateTime,ClinicalDocument.effectiveTime.type,0.6121961426500531
patchFormat,component.section.text.list.item.content.styleCode,1.0064536476717028
profile,component.section.text.list.item.list.listType,1.0065441539189492
sliceName,act.entryRelationship.act.code.qualifier.name.displayName,0.8554651317866108
lotNumber,ClinicalDocument.versionNumber.value,0.884618470914783
address,encompassingEncounter.location.healthCareFacility.location.addr.streetAddressLine.@value,0.9807556049555398
state,ClinicalDocument.participant.associatedEntity.addr.state.@value,0.9571965617679301
copyright,section.text.list.item.content.content.@value,1.0985667174206892
referencePolicy,entry.observation.reference.externalDocument.text.reference.value,0.7556270298334075
valueDateTime,ClinicalDocument.effectiveTime.value,0.6123915133937228
orderMeaning,ClinicalDocument.inFulfillmentOf.order.moodCode,0.9077869718357993
relation,observation.entryRelationship.observation.entryRelationship.observation.value.value,0.9173845093188034
alias,act.entryRelationship.act.code.qualifier.name.codeSystemName,1.076036275439864
entryType,section.entry.act.entryRelationship.observation.entryRelationship.typeCode,0.613870425027705
authored,ClinicalDocument.author.assignedAuthor.code.code,1.0452472661506202
derivation,procedure.entryRelationship.procedure.code.originalText.reference.value,1.0511991791950346
unit,section.entry.organizer.component.observation.value.unit,0.903289535653155
caseSensitive,component.section.entry.procedure.effectiveTime.low.value,0.9887706330116866
purpose,act.entryRelationship.substanceAdministration.precondition.criterion.value.type,1.0369756678691673
valueString,component.section.entry.observation.value.reference.value,0.7765496893833842
hash,ClinicalDocument.authenticator.signatureCode.code,1.1153198192777192
valueBoolean,component.section.entry.observation.value.reference.value,0.7977789555044899
contentReference,tr.td.content.content.content.content.styleCode,0.6058657603582873
op,section.text.table.thead.tr.th.ID,1.2084311931354492
fhirVersion,tbody.tr.td.content.content.content.ID,1.050876263807419
category,component.section.text.list.item.list.listType,0.9549271049974758
questionnaire,component.section.text.list.item.list.listType,1.1001212503071751
createdDateTime,ClinicalDocument.effectiveTime.type,0.852088635337208
text,section.text.list.item.content.content.@value,0.8209135659404357
definition,component.section.text.list.item.list.listType,0.9883060362827214
contentType,tr.td.content.content.content.content.styleCode,0.5875823798166696
manufactureDate,entryRelationship.supply.product.manufacturedProduct.manufacturedMaterial.name.@value,0.9197699859774783
max,component.section.entry.substanceAdministration.maxDoseQuantity.numerator.nullFlavor,1.086810514042621
longitude,component.observation.referenceRange.observationRange.value.low.value,1.1666217283116778
xpathUsage,tr.td.content.content.content.content.@value,1.0388427388270904
instantiates,act.entryRelationship.act.entryRelationship.act.code.code,1.1054516915050334
meaningWhenMissing,act.performer.assignedEntity.assignedPerson.name.given.@value,1.0244005092867123
description,component.section.text.list.item.list.listType,0.9498277580113283
documentation,ClinicalDocument.documentationOf.typeCode,0.8245421419275071
performedDateTime,ClinicalDocument.effectiveTime.type,0.8551100601221853
criticality,ClinicalDocument.effectiveTime.value,0.9559675374036942
source,entry.observation.reference.externalDocument.text.reference.value,0.929877498546952
comment,entry.observation.entryRelationship.observation.text.reference.value,0.9948192175181043
primarySource,entry.observation.reference.externalDocument.text.reference.value,0.9401940466943857
condition,act.entryRelationship.substanceAdministration.precondition.criterion.value.type,0.9874246921832355
valueCode,ClinicalDocument.code.code,0.5379739353574802
total,component.observation.referenceRange.observationRange.value.high.value,1.023827016322874
instance,section.entry.act.entryRelationship.act.reference.typeCode,0.9920788839138616
url,section.text.list.item.content.linkHtml.href,1.0361421582247197
lifecycleStatus,ClinicalDocument.authorization.consent.statusCode.code,0.9417991207189278
valueCanonical,component.section.entry.observation.value.reference.value,0.7544981595513813
resourceType,ClinicalDocument.title.type,0.7653504615088025
display,ClinicalDocument.code.displayName,0.8456856977751097
implementationGuide,section.entry.procedure.entryRelationship.procedure.targetSiteCode.codeSystem,0.9906499949758665
authoredOn,supply.author.assignedAuthor.assignedPerson.name.given.@value,1.0148823384802033
date,ClinicalDocument.effectiveTime.type,1.0074187309923144
serialNumber,ClinicalDocument.versionNumber.value,0.8329930666906743
family,patientRole.patient.guardian.guardianPerson.name.family.@value,0.9442711567083403
onsetDateTime,ClinicalDocument.effectiveTime.value,0.8239400601682337
kind,ClinicalDocument.legalAuthenticator.time.type,0.964631477746858
latitude,component.observation.referenceRange.observationRange.value.low.value,1.1137814565806181
carrierHRF,tbody.tr.td.content.content.content.ID,1.1417356435352046
expirationDate,ClinicalDocument.effectiveTime.value,1.0404832771676376
representation,organizer.component.observation.referenceRange.observationRange.text.representation,0.9518464507131539
exampleBoolean,component.section.entry.observation.value.reference.value,1.0302571289458604
base,component.observation.referenceRange.observationRange.value.high.unit,1.0066406141163624
use,ClinicalDocument.recordTarget.patientRole.patient.name.use,0.9423856633711654
experimental,ClinicalDocument.legalAuthenticator.time.type,1.0374893723450946
intent,entry.act.entryRelationship.act.entryRelationship.act.moodCode,1.025207913795508
lastUpdated,section.entry.act.entryRelationship.act.entryRelationship.inversionInd,1.0324738076757398
valueSet,component.section.entry.observation.value.reference.value,0.7375562046269134
isModifierReason,act.entryRelationship.act.code.qualifier.name.code,1.0275461692040542
chain,entryRelationship.supply.product.manufacturedProduct.manufacturerOrganization.name.@value,1.0796480480208683
fixedUri,ClinicalDocument.setId.root,1.0731138479354485
numberOfRepeatsAllowed,ClinicalDocument.versionNumber.value,0.8761345038289996
deviceIdentifier,ClinicalDocument.author.assignedAuthor.assignedAuthoringDevice.softwareName.@value,0.9334998528442563
key,ClinicalDocument.effectiveTime.value,1.0077231766869714
payloadMimeType,ClinicalDocument.title.type,0.8710071741887564
onset,ClinicalDocument.effectiveTime.type,1.0947466253665115
license,ClinicalDocument.authorization.consent.code.code,1.0267565423473306
start,entry.act.entryRelationship.act.entryRelationship.act.classCode,1.0273766385149994
versionId,ClinicalDocument.id.extension,0.8583202276421056
short,component.section.entry.supply.effectiveTime.high.value,1.0211443039378278
label,ClinicalDocument.recordTarget.typeCode,1.0568456924225733
prefix,supply.author.assignedAuthor.assignedPerson.name.prefix.@value,0.9845216277295945
valueInteger,component.section.entry.observation.value.reference.value,0.7992042447510505
country,patientRole.patient.birthplace.place.addr.country.@value,0.998063127816904
div,section.text.table.tbody.tr.td.colspan,1.076702626115312
xpath,tbody.tr.td.content.content.content.@value,1.1181388555645984
doc_id,ClinicalDocument.id.root,0.834255098099651
strength,component.observation.referenceRange.observationRange.value.high.value,1.0249839629027162
uri,ClinicalDocument.typeId.root,1.1408944545989537
version,ClinicalDocument.versionNumber.value,0.8964079631359343
mustSupport,encompassingEncounter.responsibleParty.assignedEntity.assignedPerson.name.given.@value,1.037315756605407
fixedCode,ClinicalDocument.code.code,0.5685146081752782
identity,ClinicalDocument.informant.relatedEntity.relatedPerson.name.family.@value,1.0296351070437382
gender,entry.organizer.subject.relatedSubject.subject.administrativeGenderCode.code,0.9858066451666855
targetProfile,ClinicalDocument.recordTarget.typeCode,0.8634561403771832
baseDefinition,component.observation.referenceRange.observationRange.text.reference.value,0.9850530769647667
postalCode,ClinicalDocument.code.code,0.5615602597213173
multipleAnd,ClinicalDocument.componentOf.encompassingEncounter.effectiveTime.high.value,1.0335613127891292
exampleCanonical,ClinicalDocument.legalAuthenticator.time.type,0.9979887969528052
